sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,8715,45390,0.19199799999999995,58.105427999999996,93.75986700541412,0.619726,"[209641, 29182, 197992, 29014, 204916, 210644, 202888, 60781, 197619, 41405, 201217, 397031, 61317, 62217, 12876, 216435, 56630, 200827, 51115, 41717, 62282, 32934, 58777, 44901, 48581, 55990, 51468, 38, 208058, 205544, 204055, 203961, 200241, 61098, 216089, 198068, 134756, 61323, 137697, 197730, 197695, 197598, 149042, 140903, 137702, 140716, 140061, 139203, 138915, 138421, 8888, 7679, 6724, 9354, 11917, 11426, 9806, 9605, 2635, 2497, 513, 4802, 3389, 29066, 29222, 29097, 27823, 33363, 33760, 38631, 38365, 35492, 17511, 21100]"
Internet Service Provider (ISP),5572,45390,0.122745,22.542301000000002,93.75986700541412,0.24042200000000002,"[213220, 44812, 57043, 48261, 30633, 198571, 64267, 135981, 30721, 140810, 138652, 6939, 5410, 41378, 62874, 33387, 396356, 9009, 45609, 51430, 16724, 46841, 56655, 138997, 46562, 30860, 268972, 62240, 50113, 212238, 577, 835, 6315, 55081, 133480, 397373, 12167, 11990, 11878, 55836, 134094, 9498, 1930, 21859, 26527, 58542, 59437, 58541, 58487, 58453, 58057, 59605, 60294, 44974, 56046, 47447, 49544, 49981, 45899, 45758, 45727, 45474, 51873, 53356, 45430, 55410, 55430, 55644, 55818, 56040, 56041, 60893, 207375, 205766, 204957, 200738, 200222, 207996, 266768, 264642, 262459, 211786, 210107, 209453, 199752, 199274, 199244, 44066, 134771, 134238, 133798, 133159, 131445, 63410, 63023, 136188, 136959, 198066, 147049, 38040, 43766, 8422, 9002, 8943, 8781, 8772, 8697, 8657, 8560, 8342, 13030, 7922, 7713, 7545, 6805, 6762, 6718, 9121, 9312, 9381, 12849, 12360, 12306, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 6697, 5606, 3292, 2875, 2860, 2527, 1955, 1680, 1653, 1547, 1299, 1257, 852, 812, 701, 680, 3214, 3303, 5432, 3320, 4837, 4835, 4812, 4811, 4808, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12859, 13285, 30781, 30764, 29789, 29632, 29413, 29075, 28890, 13999, 28573, 28075, 27947, 25454, 30798, 42487, 41357, 40630, 38266, 38255, 174, 35826, 34665, 24961, 24547, 17378, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 17501, 17639, 24444, 18001, 24400, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 20853, 20473, 20253, 398565]"
Phone Provider,11,45390,0.000242,10.0,93.75986700541412,0.106655,[395839]
Other,26,45390,0.0005719999999999999,2.0002440000000004,93.75986700541412,0.021333,"[199925, 205212, 46997, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,14813,45390,0.3263490000000001,1.0020289999999998,93.75986700541412,0.010688000000000001,"[53667, 13213, 13335, 16509, 262287, 213192, 40676, 58810, 49542, 54455, 55303, 48635, 204490, 202505, 200487, 395747, 142055, 135967, 6233, 35470, 16276, 14340]"
Software Development,3069,45390,0.067611,0.10546900000000001,93.75986700541412,0.001124,"[36492, 45027, 54113, 58466, 59504, 47583, 205125, 209622, 63949, 43641, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,12750,45390,0.280899,0.004129000000000001,93.75986700541412,4.399999999999999e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,13,45390,0.000286,0.000168,93.75986700541412,2e-06,[149485]
"Military, Defense, National Security, and International Affairs",36,45390,0.000792,3.1e-05,93.75986700541412,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,45390,0.0009469999999999999,1.5e-05,93.75986700541412,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",5,45390,0.00011,1.5e-05,93.75986700541412,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,313,45390,0.006895999999999999,5e-06,93.75986700541412,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",3,45390,6.6e-05,0.0,93.75986700541412,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,45390,2.2e-05,0.0,93.75986700541412,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",3,45390,6.6e-05,0.0,93.75986700541412,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,45390,0.00011,0.0,93.75986700541412,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,45390,0.000132,0.0,93.75986700541412,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,45390,0.00013199999999999998,0.0,93.75986700541412,0.0,"[211309, 210079, 16345]"
