sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,8712,45393,0.19191899999999992,58.105427999999996,93.75951546024604,0.6197280000000001,"[209641, 29182, 197992, 29014, 210644, 204916, 202888, 60781, 197619, 41405, 201217, 397031, 61317, 62217, 12876, 216435, 56630, 51115, 200827, 41717, 62282, 32934, 58777, 44901, 51468, 48581, 55990, 38, 208058, 205544, 204055, 203961, 200241, 216089, 198068, 134756, 61323, 61098, 140903, 197730, 197695, 197598, 149042, 140716, 137697, 140061, 139203, 138915, 138421, 137702, 8888, 7679, 6724, 9354, 11917, 11426, 9806, 9605, 2635, 2497, 513, 4802, 3389, 29222, 29097, 29066, 27823, 33363, 38631, 38365, 35492, 33760, 17511, 21100]"
Internet Service Provider (ISP),5605,45393,0.12346500000000002,22.542239000000002,93.75951546024604,0.24042199999999997,"[213220, 44812, 57043, 48261, 30633, 198571, 64267, 135981, 30721, 140810, 138652, 6939, 5410, 41378, 62874, 33387, 396356, 9009, 45609, 16724, 51430, 46562, 138997, 46841, 56655, 50113, 62240, 835, 174, 30860, 268972, 577, 212238, 40509, 6315, 55081, 133480, 397373, 12167, 11990, 11878, 26527, 21859, 55836, 1930, 9498, 134094, 58541, 58487, 49981, 58542, 58057, 59437, 44974, 59605, 58453, 56041, 56046, 49544, 51873, 53356, 47447, 45899, 55410, 45758, 55644, 45727, 55818, 56040, 45474, 45430, 134771, 60294, 207375, 205766, 204957, 200738, 200222, 207996, 60893, 266768, 264642, 262459, 211786, 210107, 209453, 199752, 199274, 199244, 44066, 134238, 133798, 133159, 131445, 63410, 63023, 136188, 136959, 147049, 38040, 8422, 9002, 8943, 8781, 8772, 8697, 8657, 8560, 8342, 7922, 7713, 7545, 6805, 6762, 6718, 9121, 9299, 9312, 12849, 12360, 12306, 10474, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 9381, 6697, 5606, 3292, 2875, 2860, 2527, 2519, 1955, 1680, 1547, 1299, 1257, 852, 812, 701, 680, 3214, 3303, 5432, 3320, 4837, 4835, 4812, 4811, 4808, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12859, 13030, 13285, 30798, 30764, 29789, 29632, 29413, 29075, 28890, 28573, 28075, 27947, 30781, 24547, 42846, 42487, 41357, 40630, 38266, 38255, 35826, 34665, 24961, 24444, 13999, 17501, 17378, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 17451, 24400, 17639, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 20853, 20473, 20253, 18001, 398565]"
Phone Provider,11,45393,0.000242,10.0,93.75951546024604,0.106656,[395839]
Other,26,45393,0.0005719999999999999,2.0002440000000004,93.75951546024604,0.021333,"[199925, 46997, 205212, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,14814,45393,0.3263480000000001,1.0020129999999998,93.75951546024604,0.010687,"[53667, 13213, 13335, 16509, 262287, 213192, 40676, 58810, 49542, 48635, 54455, 55303, 204490, 202505, 200487, 395747, 135967, 142055, 6233, 35470, 16276, 14340]"
Software Development,3068,45393,0.067586,0.105224,93.75951546024604,0.001122,"[36492, 45027, 54113, 58466, 59504, 47583, 205125, 209622, 63949, 43641, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,12723,45393,0.280285,0.004128000000000001,93.75951546024604,4.399999999999999e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,13,45393,0.000286,0.000168,93.75951546024604,2e-06,[149485]
"Military, Defense, National Security, and International Affairs",36,45393,0.000792,3.1e-05,93.75951546024604,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,45393,0.0009469999999999999,1.5e-05,93.75951546024604,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",5,45393,0.00011,1.5e-05,93.75951546024604,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,311,45393,0.0068520000000000005,5e-06,93.75951546024604,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Metal, Glass, Wood, and Paper Manufacturing",1,45393,2.2e-05,0.0,93.75951546024604,0.0,[44477]
"Law Enforcement, Public Safety, and Justice",3,45393,6.6e-05,0.0,93.75951546024604,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,45393,2.2e-05,0.0,93.75951546024604,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,45393,8.8e-05,0.0,93.75951546024604,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,45393,0.00011,0.0,93.75951546024604,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,45393,0.000132,0.0,93.75951546024604,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,45393,0.00013199999999999998,0.0,93.75951546024604,0.0,"[211309, 210079, 16345]"
